event_id,host_id,generated_time,delivery_time,latency,event_type,event_score,is_synthetic_flood,true_state_at_generated_time,true_state_at_delivery_time,true_compromised_at_delivery_time,belief_before,belief_after,belief_delta,entropy_before,entropy_after,entropy_delta,belief_error_before,belief_error_after,belief_error_delta,usefulness_label
event_000005,host_004,1,1,0,endpoint_alert,0.8124987210832572,False,compromised,compromised,1,0.3492851889721927,0.732409869243007,0.3831246802708143,0.9334280478903856,0.8379853312601305,-0.09544271663025505,0.6507148110278074,0.267590130756993,-0.38312468027081437,useful
flood_event_005359,host_004,1,1,0,low_value_network_alert,0.16278310531687465,True,compromised,compromised,1,0.732409869243007,0.692409869243007,-0.040000000000000036,0.8379853312601305,0.8903720655124523,0.052386734252321765,0.267590130756993,0.30759013075699304,0.040000000000000036,flood
flood_event_011543,host_005,1,1,0,low_value_network_alert,0.19460474209584464,True,benign,benign,0,0.010400000000000001,0.001,-0.009400000000000002,0.08343337126816652,0.011407757737461138,-0.07202561353070538,0.010400000000000001,0.001,-0.009400000000000002,flood
flood_event_010311,host_006,1,1,0,low_value_network_alert,0.186752817800803,True,benign,benign,0,0.05,0.010000000000000002,-0.04,0.28639695711595625,0.0807931358959112,-0.20560382122004506,0.05,0.010000000000000002,-0.04,flood
event_000006,host_021,1,1,0,auth_alert,0.6342181870947439,False,compromised,compromised,1,0.010400000000000001,0.24895454677368598,0.23855454677368598,0.08343337126816652,0.8096169115129124,0.7261835402447459,0.9896,0.751045453226314,-0.23855454677368604,useful
flood_event_003873,host_022,1,1,0,low_value_network_alert,0.1789232060247318,True,benign,benign,0,0.010400000000000001,0.001,-0.009400000000000002,0.08343337126816652,0.011407757737461138,-0.07202561353070538,0.010400000000000001,0.001,-0.009400000000000002,flood
flood_event_007795,host_022,1,1,0,low_value_network_alert,0.0505659873433173,True,benign,benign,0,0.001,0.001,0.0,0.011407757737461138,0.011407757737461138,0.0,0.001,0.001,0.0,flood
flood_event_005221,host_023,1,1,0,low_value_network_alert,0.17375924546752122,True,benign,benign,0,0.010400000000000001,0.001,-0.009400000000000002,0.08343337126816652,0.011407757737461138,-0.07202561353070538,0.010400000000000001,0.001,-0.009400000000000002,flood
flood_event_008487,host_023,1,1,0,low_value_network_alert,0.07989613780017012,True,benign,benign,0,0.001,0.001,0.0,0.011407757737461138,0.011407757737461138,0.0,0.001,0.001,0.0,flood
flood_event_007693,host_027,1,1,0,low_value_network_alert,0.09302765435297161,True,benign,benign,0,0.05,0.010000000000000002,-0.04,0.28639695711595625,0.0807931358959112,-0.20560382122004506,0.05,0.010000000000000002,-0.04,flood
flood_event_008657,host_029,1,1,0,low_value_network_alert,0.22809346143074757,True,benign,benign,0,0.010400000000000001,0.001,-0.009400000000000002,0.08343337126816652,0.011407757737461138,-0.07202561353070538,0.010400000000000001,0.001,-0.009400000000000002,flood
event_000007,host_031,1,1,0,endpoint_alert,0.6333069693401183,False,compromised,compromised,1,0.3945197813218771,0.7328465236569066,0.3383267423350295,0.9676544653980874,0.8373503335495945,-0.13030413184849288,0.605480218678123,0.2671534763430934,-0.3383267423350296,useful
flood_event_006700,host_032,1,1,0,low_value_network_alert,0.1432482684582753,True,benign,benign,0,0.05,0.010000000000000002,-0.04,0.28639695711595625,0.0807931358959112,-0.20560382122004506,0.05,0.010000000000000002,-0.04,flood
event_000008,host_036,1,1,0,network_alert,0.8959253435070019,False,compromised,compromised,1,0.3831599328433115,0.727141268720062,0.3439813358767505,0.9602432446511731,0.8455368925616586,-0.11470635208951441,0.6168400671566885,0.272858731279938,-0.3439813358767505,useful
flood_event_002873,host_038,1,1,0,low_value_network_alert,0.24079563645341684,True,benign,benign,0,0.00149,0.001,-0.00049,0.016139816562729933,0.011407757737461138,-0.004732058825268795,0.00149,0.001,-0.00049,flood
flood_event_005360,host_038,1,1,0,low_value_network_alert,0.10587666795677074,True,benign,benign,0,0.001,0.001,0.0,0.011407757737461138,0.011407757737461138,0.0,0.001,0.001,0.0,flood
flood_event_011256,host_040,1,1,0,low_value_network_alert,0.20862875165074424,True,benign,benign,0,0.010400000000000001,0.001,-0.009400000000000002,0.08343337126816652,0.011407757737461138,-0.07202561353070538,0.010400000000000001,0.001,-0.009400000000000002,flood
flood_event_007251,host_046,1,1,0,low_value_network_alert,0.22860815771440035,True,benign,benign,0,0.05,0.010000000000000002,-0.04,0.28639695711595625,0.0807931358959112,-0.20560382122004506,0.05,0.010000000000000002,-0.04,flood
flood_event_000478,host_048,1,1,0,low_value_network_alert,0.15353230425754583,True,benign,benign,0,0.05,0.010000000000000002,-0.04,0.28639695711595625,0.0807931358959112,-0.20560382122004506,0.05,0.010000000000000002,-0.04,flood
flood_event_004374,host_048,1,1,0,low_value_network_alert,0.1590758553143815,True,benign,benign,0,0.010000000000000002,0.001,-0.009000000000000001,0.0807931358959112,0.011407757737461138,-0.06938537815845006,0.010000000000000002,0.001,-0.009000000000000001,flood
flood_event_000193,host_000,2,2,0,low_value_network_alert,0.24023893200076823,True,benign,benign,0,0.05,0.010000000000000002,-0.04,0.28639695711595625,0.0807931358959112,-0.20560382122004506,0.05,0.010000000000000002,-0.04,flood
flood_event_007470,host_001,2,2,0,low_value_network_alert,0.2332892205181889,True,suspicious,suspicious,0,0.05,0.010000000000000002,-0.04,0.28639695711595625,0.0807931358959112,-0.20560382122004506,0.05,0.010000000000000002,-0.04,flood
event_000009,host_004,2,2,0,endpoint_alert,0.6158133860675191,False,compromised,compromised,1,0.6859857705505769,0.999,0.31301422944942314,0.8977529821451357,0.011407757737461145,-0.8863452244076745,0.31401422944942314,0.0010000000000000009,-0.31301422944942314,useful
flood_event_000211,host_004,2,2,0,low_value_network_alert,0.060331583402879786,True,compromised,compromised,1,0.999,0.959,-0.040000000000000036,0.011407757737461145,0.24685851466035832,0.2354507569228972,0.0010000000000000009,0.041000000000000036,0.040000000000000036,flood
flood_event_000095,host_005,2,2,0,low_value_network_alert,0.09819411500113695,True,benign,benign,0,0.00149,0.001,-0.00049,0.016139816562729933,0.011407757737461138,-0.004732058825268795,0.00149,0.001,-0.00049,flood
flood_event_009896,host_005,2,2,0,low_value_network_alert,0.06560897040147076,True,benign,benign,0,0.001,0.001,0.0,0.011407757737461138,0.011407757737461138,0.0,0.001,0.001,0.0,flood
flood_event_008908,host_006,2,2,0,low_value_network_alert,0.0972134242417243,True,benign,benign,0,0.010400000000000001,0.001,-0.009400000000000002,0.08343337126816652,0.011407757737461138,-0.07202561353070538,0.010400000000000001,0.001,-0.009400000000000002,flood
flood_event_005875,host_009,2,2,0,low_value_network_alert,0.07288899752447223,True,benign,benign,0,0.05,0.010000000000000002,-0.04,0.28639695711595625,0.0807931358959112,-0.20560382122004506,0.05,0.010000000000000002,-0.04,flood
flood_event_003874,host_011,2,2,0,low_value_network_alert,0.21236936922973704,True,benign,benign,0,0.05,0.010000000000000002,-0.04,0.28639695711595625,0.0807931358959112,-0.20560382122004506,0.05,0.010000000000000002,-0.04,flood
flood_event_000697,host_015,2,2,0,low_value_network_alert,0.08115153419491589,True,benign,benign,0,0.05,0.010000000000000002,-0.04,0.28639695711595625,0.0807931358959112,-0.20560382122004506,0.05,0.010000000000000002,-0.04,flood
flood_event_003242,host_016,2,2,0,low_value_network_alert,0.2277007533579687,True,benign,benign,0,0.05,0.010000000000000002,-0.04,0.28639695711595625,0.0807931358959112,-0.20560382122004506,0.05,0.010000000000000002,-0.04,flood
event_000010,host_019,2,2,0,endpoint_alert,0.49628279774180833,False,suspicious,suspicious,0,0.05,0.35407069943545205,0.30407069943545206,0.28639695711595625,0.9376510869299901,0.6512541298140339,0.05,0.35407069943545205,0.30407069943545206,misleading
flood_event_000309,host_019,2,2,0,low_value_network_alert,0.058189392057143956,True,suspicious,suspicious,0,0.35407069943545205,0.31407069943545207,-0.03999999999999998,0.9376510869299901,0.897816632833037,-0.039834454096953076,0.35407069943545205,0.31407069943545207,-0.03999999999999998,flood
flood_event_009542,host_020,2,2,0,low_value_network_alert,0.1196546675355914,True,benign,benign,0,0.05,0.010000000000000002,-0.04,0.28639695711595625,0.0807931358959112,-0.20560382122004506,0.05,0.010000000000000002,-0.04,flood
event_000011,host_021,2,2,0,endpoint_alert,0.7014507519749196,False,compromised,compromised,1,0.24696500130594912,0.602327689299679,0.35536268799372983,0.8064322317832129,0.9695726880664589,0.16314045628324603,0.7530349986940509,0.39767231070032105,-0.35536268799372983,useful
flood_event_001557,host_026,2,2,0,low_value_network_alert,0.17648924693815726,True,benign,benign,0,0.05,0.010000000000000002,-0.04,0.28639695711595625,0.0807931358959112,-0.20560382122004506,0.05,0.010000000000000002,-0.04,flood
flood_event_006198,host_027,2,2,0,low_value_network_alert,0.12492920391004408,True,benign,benign,0,0.010400000000000001,0.001,-0.009400000000000002,0.08343337126816652,0.011407757737461138,-0.07202561353070538,0.010400000000000001,0.001,-0.009400000000000002,flood
flood_event_001801,host_029,2,2,0,low_value_network_alert,0.09400966409532158,True,benign,benign,0,0.00149,0.001,-0.00049,0.016139816562729933,0.011407757737461138,-0.004732058825268795,0.00149,0.001,-0.00049,flood
flood_event_005603,host_029,2,2,0,low_value_network_alert,0.17909650197155114,True,benign,benign,0,0.001,0.001,0.0,0.011407757737461138,0.011407757737461138,0.0,0.001,0.001,0.0,flood
flood_event_000804,host_035,2,2,0,low_value_network_alert,0.13650311864847323,True,benign,benign,0,0.05,0.010000000000000002,-0.04,0.28639695711595625,0.0807931358959112,-0.20560382122004506,0.05,0.010000000000000002,-0.04,flood
event_000012,host_036,2,2,0,network_alert,0.6874813165400547,False,compromised,compromised,1,0.7203698560328614,0.999,0.2786301439671386,0.8549463662017569,0.011407757737461145,-0.8435386084642957,0.2796301439671386,0.0010000000000000009,-0.2786301439671386,useful
flood_event_000225,host_036,2,2,0,low_value_network_alert,0.22682914227336345,True,compromised,compromised,1,0.999,0.959,-0.040000000000000036,0.011407757737461145,0.24685851466035832,0.2354507569228972,0.0010000000000000009,0.041000000000000036,0.040000000000000036,flood
flood_event_001324,host_041,2,2,0,low_value_network_alert,0.2192686033979939,True,benign,benign,0,0.05,0.010000000000000002,-0.04,0.28639695711595625,0.0807931358959112,-0.20560382122004506,0.05,0.010000000000000002,-0.04,flood
flood_event_001514,host_044,2,2,0,low_value_network_alert,0.12559773463944676,True,benign,benign,0,0.05,0.010000000000000002,-0.04,0.28639695711595625,0.0807931358959112,-0.20560382122004506,0.05,0.010000000000000002,-0.04,flood
flood_event_001630,host_045,2,2,0,low_value_network_alert,0.18922327152260257,True,benign,benign,0,0.22873477434093878,0.18873477434093877,-0.04000000000000001,0.775799202446127,0.6988171899595994,-0.07698201248652758,0.22873477434093878,0.18873477434093877,-0.04000000000000001,flood
flood_event_004867,host_045,2,2,0,low_value_network_alert,0.16795104777612124,True,benign,benign,0,0.18873477434093877,0.14873477434093876,-0.04000000000000001,0.6988171899595994,0.6066649993037196,-0.09215219065587976,0.18873477434093877,0.14873477434093876,-0.04000000000000001,flood
flood_event_002345,host_046,2,2,0,low_value_network_alert,0.09891256865717464,True,benign,benign,0,0.010400000000000001,0.001,-0.009400000000000002,0.08343337126816652,0.011407757737461138,-0.07202561353070538,0.010400000000000001,0.001,-0.009400000000000002,flood
flood_event_005907,host_046,2,2,0,low_value_network_alert,0.19487107474999363,True,benign,benign,0,0.001,0.001,0.0,0.011407757737461138,0.011407757737461138,0.0,0.001,0.001,0.0,flood
flood_event_006533,host_048,2,2,0,low_value_network_alert,0.21547577091212844,True,benign,benign,0,0.00149,0.001,-0.00049,0.016139816562729933,0.011407757737461138,-0.004732058825268795,0.00149,0.001,-0.00049,flood
event_000013,host_049,2,2,0,endpoint_alert,0.9771027143412181,False,compromised,compromised,1,0.2860868378818977,0.7103625164672023,0.42427567858530457,0.8636125652860227,0.8682524993251042,0.0046399340390814725,0.7139131621181023,0.2896374835327977,-0.42427567858530457,useful
flood_event_000600,host_001,3,3,0,low_value_network_alert,0.1601817536980806,True,suspicious,suspicious,0,0.010400000000000001,0.001,-0.009400000000000002,0.08343337126816652,0.011407757737461138,-0.07202561353070538,0.010400000000000001,0.001,-0.009400000000000002,flood
flood_event_001221,host_002,3,3,0,low_value_network_alert,0.1578875517328779,True,benign,benign,0,0.05,0.010000000000000002,-0.04,0.28639695711595625,0.0807931358959112,-0.20560382122004506,0.05,0.010000000000000002,-0.04,flood
event_000014,host_004,3,3,0,endpoint_alert,0.8933647242021754,False,compromised,compromised,1,0.9499099999999999,0.999,0.04909000000000008,0.28677914765328905,0.011407757737461145,-0.2753713899158279,0.05009000000000008,0.0010000000000000009,-0.04909000000000008,useful
flood_event_004946,host_004,3,3,0,low_value_network_alert,0.22953244208682094,True,compromised,compromised,1,0.999,0.959,-0.040000000000000036,0.011407757737461145,0.24685851466035832,0.2354507569228972,0.0010000000000000009,0.041000000000000036,0.040000000000000036,flood
flood_event_005395,host_005,3,3,0,low_value_network_alert,0.21325795404979758,True,benign,benign,0,0.00149,0.001,-0.00049,0.016139816562729933,0.011407757737461138,-0.004732058825268795,0.00149,0.001,-0.00049,flood
flood_event_004620,host_011,3,3,0,low_value_network_alert,0.14872728171284946,True,benign,benign,0,0.010400000000000001,0.001,-0.009400000000000002,0.08343337126816652,0.011407757737461138,-0.07202561353070538,0.010400000000000001,0.001,-0.009400000000000002,flood
flood_event_005868,host_015,3,3,0,low_value_network_alert,0.2117682282399368,True,benign,benign,0,0.010400000000000001,0.001,-0.009400000000000002,0.08343337126816652,0.011407757737461138,-0.07202561353070538,0.010400000000000001,0.001,-0.009400000000000002,flood
flood_event_000116,host_016,3,3,0,low_value_network_alert,0.1692085106468746,True,benign,benign,0,0.010400000000000001,0.001,-0.009400000000000002,0.08343337126816652,0.011407757737461138,-0.07202561353070538,0.010400000000000001,0.001,-0.009400000000000002,flood
flood_event_005350,host_017,3,3,0,low_value_network_alert,0.13153884852223982,True,benign,benign,0,0.05,0.010000000000000002,-0.04,0.28639695711595625,0.0807931358959112,-0.20560382122004506,0.05,0.010000000000000002,-0.04,flood
flood_event_007930,host_018,3,3,0,low_value_network_alert,0.22631380060986284,True,benign,benign,0,0.05,0.010000000000000002,-0.04,0.28639695711595625,0.0807931358959112,-0.20560382122004506,0.05,0.010000000000000002,-0.04,flood
flood_event_008626,host_023,3,3,0,low_value_network_alert,0.09051324057983189,True,benign,benign,0,0.0019751,0.001,-0.0009751,0.020590670221645797,0.011407757737461138,-0.009182912484184659,0.0019751,0.001,-0.0009751,flood
event_000015,host_024,3,3,0,auth_alert,0.08954666533595632,False,benign,benign,0,0.05,0.15238666633398906,0.10238666633398906,0.28639695711595625,0.6157808507939632,0.3293838936780069,0.05,0.15238666633398906,0.10238666633398906,misleading
flood_event_006302,host_027,3,3,0,low_value_network_alert,0.20098589015795976,True,benign,benign,0,0.00149,0.001,-0.00049,0.016139816562729933,0.011407757737461138,-0.004732058825268795,0.00149,0.001,-0.00049,flood
flood_event_011562,host_030,3,3,0,low_value_network_alert,0.09820689114473834,True,benign,benign,0,0.05,0.010000000000000002,-0.04,0.28639695711595625,0.0807931358959112,-0.20560382122004506,0.05,0.010000000000000002,-0.04,flood
flood_event_001997,host_032,3,3,0,low_value_network_alert,0.05282531498197092,True,benign,benign,0,0.010796000000000002,0.001,-0.009796000000000003,0.08602510288300606,0.011407757737461138,-0.07461734514554492,0.010796000000000002,0.001,-0.009796000000000003,flood
flood_event_007921,host_035,3,3,0,low_value_network_alert,0.06671655640291803,True,benign,benign,0,0.010400000000000001,0.001,-0.009400000000000002,0.08343337126816652,0.011407757737461138,-0.07202561353070538,0.010400000000000001,0.001,-0.009400000000000002,flood
event_000016,host_038,3,3,0,endpoint_alert,0.8518884008501613,False,compromised,compromised,1,0.0019751,0.3949472002125403,0.3929721002125403,0.020590670221645797,0.9679180510537702,0.9473273808321243,0.9980249,0.6050527997874597,-0.39297210021254025,useful
flood_event_006181,host_038,3,3,0,low_value_network_alert,0.17434285119133547,True,compromised,compromised,1,0.3949472002125403,0.35494720021254034,-0.03999999999999998,0.9679180510537702,0.9384088878517367,-0.02950916320203345,0.6050527997874597,0.6450527997874597,0.039999999999999925,flood
flood_event_009509,host_038,3,3,0,low_value_network_alert,0.09453614777725983,True,compromised,compromised,1,0.35494720021254034,0.31494720021254036,-0.03999999999999998,0.9384088878517367,0.8988018522483693,-0.039607035603367424,0.6450527997874597,0.6850527997874596,0.039999999999999925,flood
flood_event_008048,host_040,3,3,0,low_value_network_alert,0.06618698078868435,True,benign,benign,0,0.0019751,0.001,-0.0009751,0.020590670221645797,0.011407757737461138,-0.009182912484184659,0.0019751,0.001,-0.0009751,flood
flood_event_011587,host_042,3,3,0,low_value_network_alert,0.23398814602661755,True,benign,benign,0,0.05,0.010000000000000002,-0.04,0.28639695711595625,0.0807931358959112,-0.20560382122004506,0.05,0.010000000000000002,-0.04,flood
flood_event_005629,host_046,3,3,0,low_value_network_alert,0.10388734224507282,True,benign,benign,0,0.00149,0.001,-0.00049,0.016139816562729933,0.011407757737461138,-0.004732058825268795,0.00149,0.001,-0.00049,flood
flood_event_002247,host_047,3,3,0,low_value_network_alert,0.12151964204461517,True,suspicious,suspicious,0,0.011188040000000002,0.001,-0.010188040000000002,0.08857004237723923,0.011407757737461138,-0.07716228463977809,0.011188040000000002,0.001,-0.010188040000000002,flood
flood_event_001090,host_048,3,3,0,low_value_network_alert,0.24351860519949445,True,benign,benign,0,0.00149,0.001,-0.00049,0.016139816562729933,0.011407757737461138,-0.004732058825268795,0.00149,0.001,-0.00049,flood
event_000017,host_049,3,3,0,network_alert,0.9056571479329288,False,compromised,compromised,1,0.7037588913025302,0.999,0.2952411086974698,0.8766474083392422,0.011407757737461145,-0.865239650601781,0.2962411086974698,0.0010000000000000009,-0.2952411086974698,useful
flood_event_007206,host_049,3,3,0,low_value_network_alert,0.2042024652445548,True,compromised,compromised,1,0.999,0.959,-0.040000000000000036,0.011407757737461145,0.24685851466035832,0.2354507569228972,0.0010000000000000009,0.041000000000000036,0.040000000000000036,flood
flood_event_001172,host_000,4,4,0,low_value_network_alert,0.06327965580865491,True,benign,benign,0,0.010796000000000002,0.001,-0.009796000000000003,0.08602510288300606,0.011407757737461138,-0.07461734514554492,0.010796000000000002,0.001,-0.009796000000000003,flood
flood_event_005039,host_000,4,4,0,low_value_network_alert,0.19275122269128547,True,benign,benign,0,0.001,0.001,0.0,0.011407757737461138,0.011407757737461138,0.0,0.001,0.001,0.0,flood
flood_event_003908,host_001,4,4,0,low_value_network_alert,0.1818655355528505,True,suspicious,suspicious,0,0.00149,0.001,-0.00049,0.016139816562729933,0.011407757737461138,-0.004732058825268795,0.00149,0.001,-0.00049,flood
flood_event_010900,host_001,4,4,0,low_value_network_alert,0.19629311206537525,True,suspicious,suspicious,0,0.001,0.001,0.0,0.011407757737461138,0.011407757737461138,0.0,0.001,0.001,0.0,flood
event_000018,host_002,4,4,0,auth_alert,0.2988285844648209,False,benign,benign,0,0.010400000000000001,0.16510714611620522,0.15470714611620523,0.08343337126816652,0.6463886637675629,0.5629552924993964,0.010400000000000001,0.16510714611620522,0.15470714611620523,misleading
flood_event_009475,host_003,4,4,0,low_value_network_alert,0.12898886698160833,True,benign,benign,0,0.002455349,0.001,-0.0014553489999999999,0.02482549015519111,0.011407757737461138,-0.01341773241772997,0.002455349,0.001,-0.0014553489999999999,flood
event_000019,host_004,4,4,0,endpoint_alert,0.8302860118660041,False,compromised,compromised,1,0.9499099999999999,0.999,0.04909000000000008,0.28677914765328905,0.011407757737461145,-0.2753713899158279,0.05009000000000008,0.0010000000000000009,-0.04909000000000008,useful
flood_event_009243,host_009,4,4,0,low_value_network_alert,0.09379806083833903,True,benign,benign,0,0.010796000000000002,0.001,-0.009796000000000003,0.08602510288300606,0.011407757737461138,-0.07461734514554492,0.010796000000000002,0.001,-0.009796000000000003,flood
flood_event_004221,host_013,4,4,0,low_value_network_alert,0.13255097020727724,True,benign,benign,0,0.011576159600000002,0.001,-0.010576159600000003,0.09106978265949668,0.011407757737461138,-0.07966202492203554,0.011576159600000002,0.001,-0.010576159600000003,flood
flood_event_003224,host_014,4,4,0,low_value_network_alert,0.2021254464222233,True,benign,benign,0,0.05,0.010000000000000002,-0.04,0.28639695711595625,0.0807931358959112,-0.20560382122004506,0.05,0.010000000000000002,-0.04,flood
flood_event_004581,host_014,4,4,0,low_value_network_alert,0.16566169038373468,True,benign,benign,0,0.010000000000000002,0.001,-0.009000000000000001,0.0807931358959112,0.011407757737461138,-0.06938537815845006,0.010000000000000002,0.001,-0.009000000000000001,flood
flood_event_006684,host_014,4,4,0,low_value_network_alert,0.17689335223181613,True,benign,benign,0,0.001,0.001,0.0,0.011407757737461138,0.011407757737461138,0.0,0.001,0.001,0.0,flood
flood_event_009420,host_014,4,4,0,low_value_network_alert,0.1338396492838597,True,benign,benign,0,0.001,0.001,0.0,0.011407757737461138,0.011407757737461138,0.0,0.001,0.001,0.0,flood
flood_event_007569,host_017,4,4,0,low_value_network_alert,0.13245362389785673,True,benign,benign,0,0.010400000000000001,0.001,-0.009400000000000002,0.08343337126816652,0.011407757737461138,-0.07202561353070538,0.010400000000000001,0.001,-0.009400000000000002,flood
flood_event_001992,host_018,4,4,0,low_value_network_alert,0.06436697394672174,True,benign,benign,0,0.010400000000000001,0.001,-0.009400000000000002,0.08343337126816652,0.011407757737461138,-0.07202561353070538,0.010400000000000001,0.001,-0.009400000000000002,flood
flood_event_002252,host_019,4,4,0,low_value_network_alert,0.12949481673812965,True,suspicious,suspicious,0,0.30881569251668656,0.2688156925166866,-0.03999999999999998,0.8918016455729116,0.8397600915874166,-0.05204155398549504,0.30881569251668656,0.2688156925166866,-0.03999999999999998,flood
flood_event_000931,host_023,4,4,0,low_value_network_alert,0.15535464627246154,True,benign,benign,0,0.00149,0.001,-0.00049,0.016139816562729933,0.011407757737461138,-0.004732058825268795,0.00149,0.001,-0.00049,flood
