time,host_id,belief_compromised,belief_entropy,true_state,true_compromised,belief_error
80,host_026,0.959,0.24685851466035832,compromised,1,0.041000000000000036
80,host_027,0.7429068999999998,0.8223280625659657,compromised,1,0.2570931000000002
80,host_028,0.8389999999999999,0.6366965139166224,compromised,1,0.16100000000000014
80,host_029,0.6389999999999997,0.9435101346706892,compromised,1,0.3610000000000003
80,host_030,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
80,host_031,0.6715099999999997,0.9133761685283701,compromised,1,0.3284900000000003
80,host_032,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
80,host_033,0.001,0.011407757737461138,benign,0,0.001
80,host_034,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
80,host_035,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
80,host_036,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
80,host_037,0.05,0.28639695711595625,benign,0,0.05
80,host_038,0.959,0.24685851466035832,compromised,1,0.041000000000000036
80,host_039,0.2587698309999998,0.8248843511274183,compromised,1,0.7412301690000003
80,host_040,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
80,host_041,0.6719099999999997,0.9129630214203256,compromised,1,0.3280900000000003
80,host_042,0.7907099999999998,0.7401234072829932,compromised,1,0.2092900000000002
80,host_043,0.9189999999999999,0.40569298829381,compromised,1,0.08100000000000007
80,host_044,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
80,host_045,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
80,host_046,0.7907099999999998,0.7401234072829932,compromised,1,0.2092900000000002
80,host_047,0.5907099999999996,0.976126150620951,compromised,1,0.4092900000000004
80,host_048,0.7189999999999998,0.8568098051241521,compromised,1,0.28100000000000025
80,host_049,0.7111099999999998,0.8672830661515598,compromised,1,0.2888900000000002
81,host_000,0.5448988999999996,0.994175467145352,compromised,1,0.45510110000000037
81,host_001,0.8389999999999999,0.6366965139166224,compromised,1,0.16100000000000014
81,host_002,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
81,host_003,0.7519099999999997,0.8082367872258402,compromised,1,0.24809000000000025
81,host_004,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
81,host_005,0.5779579109999996,0.9823924784066906,compromised,1,0.4220420890000004
81,host_006,0.959,0.24685851466035832,compromised,1,0.041000000000000036
81,host_007,0.36828021488047896,0.9493424373911974,compromised,1,0.6317197851195211
81,host_008,0.6715099999999997,0.9133761685283701,compromised,1,0.3284900000000003
81,host_009,0.001,0.011407757737461138,benign,0,0.001
81,host_010,0.959,0.24685851466035832,compromised,1,0.041000000000000036
81,host_011,0.6055356450708154,0.9676202035974744,compromised,1,0.39446435492918464
81,host_012,0.8789999999999999,0.5322285197808092,compromised,1,0.12100000000000011
